2018-02-28 14:50:00,1522.4700,1522.4900,1521.8000,1522.0100,2450
2018-02-28 14:49:00,1523.0748,1523.0748,1522.0200,1522.0200,1773
2018-02-28 14:48:00,1522.9850,1523.5200,1522.6400,1522.6500,1609
2018-02-28 14:47:00,1522.5000,1523.0597,1522.4900,1522.7819,3421
2018-02-28 14:46:00,1522.5400,1522.6750,1521.4780,1522.4350,6590
2018-02-28 14:45:00,1524.4750,1524.4750,1522.6800,1522.7465,2117
2018-02-28 14:44:00,1523.3580,1524.7400,1522.4200,1524.4600,4450
2018-02-28 14:43:00,1524.0900,1525.0811,1523.8600,1523.8700,3500
2018-02-28 14:42:00,1524.8400,1524.8400,1523.6400,1524.0900,1190
2018-02-28 14:41:00,1523.2600,1524.6100,1523.2600,1524.2500,3060
2018-02-28 14:40:00,1524.4950,1524.9550,1523.3800,1523.4400,10469
2018-02-28 14:39:00,1525.3300,1525.3300,1524.5000,1524.5000,900
2018-02-28 14:38:00,1525.4900,1525.7850,1524.9800,1525.2900,5239
2018-02-28 14:37:00,1524.3300,1525.0000,1524.3300,1525.0000,1500
2018-02-28 14:36:00,1524.4100,1525.0200,1524.1700,1524.8000,1955
2018-02-28 14:35:00,1525.3120,1525.3120,1524.2900,1524.4400,4776
2018-02-28 14:34:00,1525.2400,1525.3100,1524.9500,1525.1700,6327
2018-02-28 14:33:00,1525.7200,1525.8500,1525.2400,1525.4500,4337
2018-02-28 14:32:00,1525.7450,1526.0000,1524.6000,1525.3800,7881
2018-02-28 14:31:00,1525.9924,1525.9924,1525.1200,1525.1850,1569
2018-02-28 14:30:00,1526.2600,1526.4850,1525.5000,1525.9126,5248
2018-02-28 14:29:00,1525.9200,1526.3500,1525.4200,1526.3500,6734
2018-02-28 14:28:00,1525.9410,1526.2300,1525.6300,1525.9350,3340
2018-02-28 14:27:00,1525.5160,1526.1300,1525.4650,1525.9597,4642
2018-02-28 14:26:00,1525.3350,1525.6200,1525.3350,1525.4500,1200
2018-02-28 14:25:00,1525.2100,1525.6700,1525.2100,1525.3532,2934
2018-02-28 14:24:00,1524.7210,1525.1800,1524.6191,1524.6191,1626
2018-02-28 14:23:00,1525.3500,1525.7500,1524.7600,1524.7600,2043
2018-02-28 14:22:00,1525.0100,1525.1500,1524.7100,1525.1400,1851
2018-02-28 14:21:00,1525.3699,1525.3700,1524.0600,1524.0600,2972
